15134,CRIPPLE,2,1-0,NOUN,trochaic,1
15135,CRIPPLED,2,1-0,ADJECTIVE,trochaic,1
15136,CRIPPLING,3,1-0-0,ADJECTIVE,trochaic,1
15137,CRISIS,2,1-0,NOUN,trochaic,1
15138,CRISP,1,1,ADJECTIVE,none,1
15141,CRISPNESS,2,1-0,NOUN,trochaic,2
15142,CRISSCROSS,2,1-2,NOUN,iambic,2
15145,CRITERION,4,0-1-0-0,NOUN,anapestic,1
15148,CRITIC,2,1-0,NOUN,trochaic,1
15149,CRITICAL,3,1-0-0,ADJECTIVE,trochaic,1
15150,CRITICALITY,5,2-0-1-0-0,NOUN,dactylic,3
15151,CRITICALLY,4,1-0-0-0,ADVERB,trochaic,2
15153,CRITICISM,4,1-0-2-0,NOUN,iambic,2
15154,CRITICISE,3,1-0-2,VERB,iambic,2
15156,CRITIQUE,2,0-1,VERB,iambic,2
15157,CRITTER,2,1-0,NOUN,trochaic,1
15159,CROAK,1,1,NOUN,none,1
15160,CROAKER,2,1-0,NOUN,trochaic,1
15161,CROAKING,2,1-0,VERB,trochaic,1
15162,CROAT,2,1-2,NOUN,iambic,2
15163,CROATIA,3,0-1-0,NOUN,anapestic,1
15164,CROATIAN,3,0-1-0,NOUN,anapestic,1
15166,CROCHET,2,0-1,NOUN,iambic,1
15167,CROCHETING,3,0-1-0,NOUN,anapestic,1
15168,CROCK,1,1,NOUN,none,1
15169,CROCKERY,3,1-0-0,NOUN,trochaic,1
15172,CROCODILE,3,1-0-2,NOUN,iambic,3
15176,CROCUS,2,1-0,NOUN,trochaic,1
15179,CROFT,1,1,NOUN,none,1
15186,CROMWELL,2,1-0,NOUN,trochaic,2
15189,CRONE,1,1,NOUN,none,1
15190,CRONUS,2,1-0,NOUN,trochaic,1
15191,CRONY,2,1-0,NOUN,trochaic,1
15192,CROOK,1,1,NOUN,none,1
15194,CROOKED,2,1-0,ADJECTIVE,trochaic,1
15195,CROOKEDNESS,3,1-0-0,NOUN,trochaic,2
15197,CROON,1,1,VERB,none,1
15198,CROONER,2,1-0,NOUN,trochaic,1
15199,CROONING,2,1-0,NOUN,trochaic,1
15200,CROP,1,1,NOUN,none,1
15202,CROPPED,1,1,ADJECTIVE,none,1
15203,CROPPER,2,1-0,NOUN,trochaic,1
15204,CROQUET,2,0-1,NOUN,iambic,2
15209,CROSS,1,1,NOUN,none,1
15214,CROSSBILL,2,1-2,NOUN,iambic,2
15215,CROSSBONES,2,1-2,NOUN,iambic,2
15216,CROSSBOW,2,1-2,NOUN,iambic,2
15223,CROSSE,1,1,NOUN,none,1
15224,CROSSED,1,1,ADJECTIVE,none,1
15227,CROSSFIRE,2,1-0,NOUN,trochaic,2
15231,CROSSING,2,1-0,NOUN,trochaic,1
15238,CROSSPIECE,2,1-2,NOUN,iambic,2
15242,CROSSROAD,2,1-2,NOUN,iambic,2
15243,CROSSROADS,2,1-2,NOUN,iambic,2
15244,CROSSTALK,2,1-1,NOUN,trochaic,2
15246,CROSSWISE,2,1-2,ADJECTIVE,iambic,2
15251,CROTCH,1,1,NOUN,none,1
15253,CROTCHETY,3,1-0-0,ADJECTIVE,trochaic,3
15257,CROUCH,1,1,NOUN,none,1
15258,CROUCHED,1,1,ADJECTIVE,none,1
15259,CROUCHING,2,1-0,VERB,trochaic,1
15260,CROUP,1,1,NOUN,none,1
15264,CROW,1,1,NOUN,none,1
15266,CROWBAR,2,1-2,NOUN,iambic,2
15268,CROWD,1,1,NOUN,none,1
15269,CROWDED,2,1-0,ADJECTIVE,trochaic,1
15270,CROWDING,2,1-0,NOUN,trochaic,1
15271,CROWDS,1,1,VERB,none,1
15272,CROWN,1,1,NOUN,none,1
15274,CROWNED,1,1,ADJECTIVE,none,1
15275,CROWNING,2,1-0,ADJECTIVE,trochaic,1
15277,CROWS,1,1,VERB,none,1
15278,CRUCIAL,2,1-0,ADJECTIVE,trochaic,1
15279,CRUCIALLY,3,1-0-0,ADVERB,trochaic,1
15282,CRUCIBLE,3,1-0-0,NOUN,trochaic,1
15286,CRUCIFIX,3,1-0-2,NOUN,iambic,2
15287,CRUCIFIXION,4,2-0-1-0,NOUN,dactylic,3
15289,CRUCIFY,3,1-0-2,VERB,iambic,2
15291,CRUD,1,1,NOUN,none,1
15292,CRUDE,1,1,ADJECTIVE,none,1
15293,CRUDELY,2,1-0,ADVERB,trochaic,1
15297,CRUEL,2,1-0,ADJECTIVE,trochaic,1
15298,CRUELLY,2,1-0,ADVERB,trochaic,1
15300,CRUELTY,2,1-0,NOUN,trochaic,1
15302,CRUISE,1,1,NOUN,none,1
15303,CRUISER,2,1-0,NOUN,trochaic,1
15306,CRUMB,1,1,NOUN,none,1
15307,CRUMBLE,2,1-0,VERB,trochaic,1
15308,CRUMBLED,2,1-0,VERB,trochaic,1
15309,CRUMBLES,2,1-0,NOUN,trochaic,1
15311,CRUMBLING,3,1-0-0,VERB,trochaic,1
15315,CRUMP,1,1,VERB,none,1
15316,CRUMPLE,2,1-0,VERB,trochaic,1
15317,CRUMPLED,2,1-0,ADJECTIVE,trochaic,1
15319,CRUNCH,1,1,NOUN,none,1
15320,CRUNCHED,1,1,VERB,none,1
15324,CRUSADE,2,0-1,NOUN,iambic,2
15325,CRUSE,1,1,NOUN,none,1
15326,CRUSH,1,1,NOUN,none,1
15327,CRUSHED,1,1,ADJECTIVE,none,1
15328,CRUSHER,2,1-0,NOUN,trochaic,1
15329,CRUSHING,2,1-0,ADJECTIVE,trochaic,1
15331,CRUST,1,1,NOUN,none,1
15333,CRUSTACEAN,3,0-1-0,NOUN,anapestic,2
15334,CRUSTACEOUS,3,0-1-0,ADJECTIVE,anapestic,2
15335,CRUSTED,2,1-0,ADJECTIVE,trochaic,1
15337,CRUSTY,2,1-0,ADJECTIVE,trochaic,1
15338,CRUTCH,1,1,NOUN,none,1
15340,CRUX,1,1,NOUN,none,1
15342,CRY,1,1,NOUN,none,1
15344,CRYING,2,1-0,NOUN,trochaic,1
15348,CRYOGENIC,4,1-0-2-0,ADJECTIVE,iambic,2
15349,CRYOGENICS,4,1-0-2-0,NOUN,iambic,2
15350,CRYOLITE,3,1-0-2,NOUN,iambic,2
15356,CRYPT,1,1,NOUN,none,1
15358,CRYPTIC,2,1-0,ADJECTIVE,trochaic,1
15385,CRYSTAL,2,1-0,NOUN,trochaic,1
15386,CRYSTALLINE,3,1-0-2,ADJECTIVE,iambic,3
15390,CRYSTALLISE,3,1-0-2,VERB,iambic,3
15391,CRYSTALLISED,3,1-0-2,ADJECTIVE,iambic,3
15392,CRYSTALLOGRAPHY,5,2-0-1-0-0,NOUN,dactylic,3
15410,CUB,1,1,NOUN,none,1
15411,CUBA,2,1-0,NOUN,trochaic,1
15412,CUBAN,2,1-0,NOUN,trochaic,1
15414,CUBBYHOLE,3,1-0-2,NOUN,iambic,2
15415,CUBE,1,1,NOUN,none,1
15418,CUBIC,2,1-0,ADJECTIVE,trochaic,1
15421,CUBICLE,3,1-0-0,NOUN,trochaic,1
15422,CUBISM,3,1-0-0,NOUN,trochaic,1
15423,CUBIST,2,1-0,NOUN,trochaic,1
15424,CUBIT,2,1-0,NOUN,trochaic,1
15432,CUCKOO,2,1-2,NOUN,iambic,2
15438,CUCUMBER,3,1-0-0,NOUN,trochaic,2
15439,CUCUMBERS,3,1-0-0,NOUN,trochaic,2
15446,CUDDLE,2,1-0,NOUN,trochaic,1
15448,CUDDY,2,1-0,NOUN,trochaic,1
15449,CUDGEL,2,1-0,NOUN,trochaic,1
15450,CUDGELS,2,1-0,NOUN,trochaic,1
15452,CUE,1,1,NOUN,none,1
15453,CUFF,1,1,NOUN,none,1
15454,CUFFED,1,1,ADJECTIVE,none,1
15460,CUISINE,2,0-1,NOUN,iambic,1
15463,CUL,1,1,NOUN,none,1
15471,CULEX,2,1-0,NOUN,trochaic,1
15473,CULINARY,4,1-0-2-0,ADJECTIVE,iambic,3
15474,CULL,1,1,NOUN,none,1
15479,CULLY,2,1-0,VERB,trochaic,1
15481,CULMINATE,3,1-0-2,VERB,iambic,2
15482,CULMINATING,4,1-0-2-0,ADJECTIVE,iambic,3
15483,CULMINATION,4,2-0-1-0,NOUN,dactylic,2
15485,CULPA,2,1-0,NOUN,trochaic,2
15486,CULPABILITY,5,2-0-1-0-0,ADVERB,dactylic,3
15487,CULPABLE,3,1-0-0,ADJECTIVE,trochaic,1
15490,CULPRIT,2,1-0,NOUN,trochaic,2
15491,CULT,1,1,NOUN,none,1
15492,CULTIST,2,1-0,NOUN,trochaic,1
15494,CULTIVATE,3,1-0-2,VERB,iambic,2
15495,CULTIVATED,4,1-0-2-0,ADJECTIVE,iambic,2
15496,CULTIVATION,4,2-0-1-0,NOUN,dactylic,2
15498,CULTURAL,3,1-0-0,ADJECTIVE,trochaic,1
15499,CULTURALLY,4,1-0-0-2,ADVERB,iambic,2
15500,CULTURE,2,1-0,NOUN,trochaic,1
15503,CULVERT,2,1-0,NOUN,trochaic,1
15504,CUM,1,1,NOUN,none,1
15505,CUMBER,2,1-0,VERB,trochaic,1
15506,CUMBERLAND,3,1-0-0,NOUN,trochaic,2
15507,CUMBERSOME,3,1-0-0,ADJECTIVE,trochaic,2
15509,CUMIN,2,1-0,NOUN,trochaic,1
15514,CUMULATIVE,4,1-0-0-0,ADJECTIVE,trochaic,3
15515,CUMULATIVELY,5,1-0-0-2-0,ADVERB,iambic,3
15524,CUNEIFORM,4,1-0-0-2,NOUN,iambic,2
15527,CUNNILINGUS,4,2-0-1-0,NOUN,dactylic,3
15528,CUNNING,2,1-0,NOUN,trochaic,1
15535,CUNT,1,1,NOUN,none,1
15537,CUP,1,1,NOUN,none,1
15539,CUPBOARD,2,1-0,NOUN,trochaic,1
15540,CUPCAKE,2,1-2,NOUN,iambic,2
15543,CUPID,2,1-0,NOUN,trochaic,1
15544,CUPIDITY,4,0-1-0-0,ADVERB,anapestic,3
15546,CUPOLA,3,0-1-0,NOUN,anapestic,2
15554,CUPS,1,1,VERB,none,1
15559,CUR,1,1,NOUN,none,1
15562,CURABLE,3,1-0-0,ADJECTIVE,trochaic,1
15564,CURACAO,3,1-0-2,NOUN,iambic,3
15567,CURATE,2,1-0,NOUN,trochaic,2
15568,CURATIVE,3,1-0-0,ADJECTIVE,trochaic,2
15569,CURATOR,3,0-1-0,NOUN,anapestic,1
15570,CURATORIAL,5,2-0-1-0-0,ADJECTIVE,dactylic,3
15572,CURB,1,1,NOUN,none,1
15573,CURBSIDE,2,1-2,NOUN,iambic,2
15574,CURBSTONE,2,1-2,NOUN,iambic,2
15580,CURD,1,1,NOUN,none,1
15585,CURE,1,1,VERB,none,1
15587,CURED,1,1,ADJECTIVE,none,1
15592,CURFEW,2,1-0,NOUN,trochaic,2
15596,CURIE,2,0-1,NOUN,iambic,1
15597,CURIO,3,1-0-0,NOUN,trochaic,1
15599,CURIOSITY,5,2-0-1-0-0,NOUN,dactylic,2
15600,CURIOUS,3,1-0-0,ADJECTIVE,trochaic,2
15601,CURIOUSLY,4,1-0-0-0,ADVERB,trochaic,1
15605,CURL,1,1,NOUN,none,1
15606,CURLED,1,1,ADJECTIVE,none,1
15607,CURLER,2,1-0,NOUN,trochaic,1
15610,CURLING,2,1-0,NOUN,trochaic,1
15611,CURLY,2,1-0,ADJECTIVE,trochaic,1
15612,CURMUDGEON,3,0-1-0,NOUN,anapestic,2
15615,CURRENCY,3,1-0-0,NOUN,trochaic,1
15616,CURRENT,2,1-0,NOUN,trochaic,1
15618,CURRENTLY,3,1-0-0,ADVERB,trochaic,1
15620,CURRENTS,2,1-0,NOUN,trochaic,1
15622,CURRICULAR,4,0-1-0-2,ADJECTIVE,iambic,2
15623,CURRICULUM,4,0-1-0-0,NOUN,anapestic,1
15627,CURRY,2,1-0,NOUN,trochaic,1
15630,CURSE,1,1,NOUN,none,1
15631,CURSED,1,1,ADJECTIVE,none,1
15632,CURSES,2,1-0,VERB,trochaic,1
15633,CURSING,2,1-0,VERB,trochaic,1
15637,CURSOR,2,1-0,NOUN,trochaic,1
15641,CURSORY,3,1-0-0,ADJECTIVE,trochaic,1
15642,CURT,1,1,ADJECTIVE,none,1
15644,CURTAIL,2,0-1,VERB,iambic,1
15645,CURTAILED,2,0-1,NOUN,iambic,1
15646,CURTAILMENT,3,0-1-0,NOUN,anapestic,3
15647,CURTAIN,2,1-0,NOUN,trochaic,1
15651,CURTLY,2,1-0,ADVERB,trochaic,1
15653,CURTSY,2,1-0,NOUN,trochaic,1
15658,CURVATURE,3,1-0-0,NOUN,trochaic,3
15659,CURVE,1,1,NOUN,none,1
15660,CURVED,1,1,ADJECTIVE,none,1
15666,CURVY,2,1-0,ADJECTIVE,trochaic,1
15671,CUSHION,2,1-0,NOUN,trochaic,1
15672,CUSHIONED,2,1-0,ADJECTIVE,trochaic,1
15673,CUSHITIC,3,0-1-0,NOUN,anapestic,1
15674,CUSHY,2,1-0,ADJECTIVE,trochaic,1
15675,CUSK,1,1,NOUN,none,1
15676,CUSP,1,1,NOUN,none,1
15683,CUSS,1,1,VERB,none,1
15684,CUSSED,1,1,ADJECTIVE,none,1
15687,CUSTARD,2,1-0,NOUN,trochaic,1
15689,CUSTODIAL,4,0-1-0-0,ADJECTIVE,anapestic,1
15690,CUSTODIAN,4,0-1-0-0,NOUN,anapestic,1
15693,CUSTODY,3,1-0-0,NOUN,trochaic,1
15694,CUSTOM,2,1-0,NOUN,trochaic,1
15695,CUSTOMARILY,5,2-0-1-0-0,ADVERB,dactylic,3
15696,CUSTOMARY,4,1-0-2-0,ADJECTIVE,iambic,2
15697,CUSTOMER,3,1-0-0,NOUN,trochaic,1
15700,CUSTOMS,2,1-0,NOUN,trochaic,1
15703,CUT,1,1,NOUN,none,1
15704,CUTANEOUS,4,2-1-2-0,ADJECTIVE,dactylic,3
15705,CUTAWAY,3,1-0-0,NOUN,trochaic,2
15706,CUTBACK,2,1-2,NOUN,iambic,2
15709,CUTE,1,1,ADJECTIVE,none,1
15710,CUTENESS,2,1-0,NOUN,trochaic,2
15713,CUTICLE,3,1-0-0,NOUN,trochaic,3
15717,CUTLASS,2,1-0,NOUN,trochaic,2
15719,CUTLER,2,1-0,NOUN,trochaic,1
15720,CUTLERY,3,1-0-0,NOUN,trochaic,1
15721,CUTLET,2,1-0,NOUN,trochaic,1
15722,CUTOFF,2,1-2,NOUN,iambic,1
15723,CUTOUT,2,1-2,NOUN,iambic,1
15724,CUTTER,2,1-0,NOUN,trochaic,1
15725,CUTTERS,2,1-0,NOUN,trochaic,1
15726,CUTTHROAT,2,1-2,NOUN,iambic,2
15727,CUTTING,2,1-0,VERB,trochaic,1
15729,CUTTINGS,2,1-0,NOUN,trochaic,1
15730,CUTTLEFISH,3,1-0-2,NOUN,iambic,2
15733,CUTWORM,2,1-2,NOUN,iambic,2
15741,CYANIDE,3,1-0-2,NOUN,iambic,2
15755,CYBORG,2,1-0,NOUN,trochaic,2
15762,CYCLADES,3,0-1-0,NOUN,anapestic,2
15763,CYCLAMEN,3,1-0-2,NOUN,iambic,3
15764,CYCLE,2,1-0,NOUN,trochaic,1
15765,CYCLIC,2,1-0,ADJECTIVE,trochaic,2
15766,CYCLICAL,3,1-0-0,ADJECTIVE,trochaic,3
15768,CYCLING,3,1-0-0,NOUN,trochaic,2
15770,CYCLIST,3,1-0-0,NOUN,trochaic,2
15774,CYCLONE,2,0-1,NOUN,iambic,2
15776,CYCLOPEAN,4,2-0-1-0,ADJECTIVE,dactylic,2
15782,CYCLOPS,2,1-2,NOUN,iambic,2
15790,CYCLOSTOME,3,1-0-2,NOUN,iambic,2
15794,CYCLOTRON,3,1-0-0,NOUN,trochaic,2
15797,CYDONIA,4,0-1-0-0,NOUN,anapestic,3
15798,CYGNE,2,1-0,NOUN,trochaic,1
15800,CYGNUS,2,1-0,NOUN,trochaic,2
15801,CYLINDER,3,1-0-0,NOUN,trochaic,3
15803,CYLINDRICAL,4,0-1-0-0,ADJECTIVE,anapestic,2
15809,CYMBAL,2,1-0,NOUN,trochaic,2
15820,CYNARA,3,0-1-0,NOUN,anapestic,1
15821,CYNIC,2,1-0,NOUN,trochaic,1
15822,CYNICAL,3,1-0-0,ADJECTIVE,trochaic,1
15823,CYNICALLY,4,1-0-0-0,ADVERB,trochaic,2
15824,CYNICISM,4,1-0-2-0,NOUN,iambic,2
15839,CYNOSURE,3,1-0-2,NOUN,iambic,2
15846,CYPRESS,2,1-0,NOUN,trochaic,1
15847,CYPRIAN,3,1-0-0,ADJECTIVE,trochaic,1
15854,CYPRIOT,3,1-0-0,NOUN,trochaic,1
15858,CYPRUS,2,1-0,NOUN,trochaic,1
15859,CYRILLA,3,0-1-0,NOUN,anapestic,1
15861,CYRILLIC,3,0-1-0,ADJECTIVE,anapestic,1
15863,CYST,1,1,NOUN,none,1
15865,CYSTIC,2,1-0,ADJECTIVE,trochaic,1
15878,CYTOLOGY,4,0-1-0-0,NOUN,anapestic,2
15881,CYTOPLASM,4,1-0-2-0,NOUN,iambic,2
15886,CZAR,1,1,NOUN,none,1
15889,CZARIST,2,1-0,ADJECTIVE,trochaic,1
15892,CZECH,1,1,NOUN,none,1
15893,CZECHOSLOVAKIA,6,2-0-0-1-0-0,NOUN,dactylic,3
15894,CZECHOSLOVAKIAN,6,2-0-0-1-0-0,NOUN,dactylic,3
15898,DAB,1,1,NOUN,none,1
15900,DABBLE,2,1-0,VERB,trochaic,1
15901,DABBLED,2,1-0,ADJECTIVE,trochaic,1
15903,DABBLING,3,1-0-0,VERB,trochaic,1
15904,DABCHICK,2,1-0,NOUN,trochaic,2
15909,DACE,1,1,NOUN,none,1
15911,DACHA,2,1-0,NOUN,trochaic,1
15912,DACHAU,2,1-0,NOUN,trochaic,1
15913,DACHSHUND,2,1-2,NOUN,iambic,2
15917,DACRON,2,1-2,NOUN,iambic,2
15922,DACTYL,2,1-0,NOUN,trochaic,1
15936,DAD,1,1,NOUN,none,1
15937,DADA,2,1-2,NOUN,iambic,2
15939,DADDY,2,1-0,NOUN,trochaic,1
15940,DADO,2,1-2,NOUN,iambic,2
15943,DAEDALUS,3,1-0-0,NOUN,trochaic,1
15944,DAEMON,2,1-0,NOUN,trochaic,1
15949,DAFFODIL,3,1-0-2,NOUN,iambic,3
15950,DAFFY,2,1-0,ADJECTIVE,trochaic,1
15951,DAFT,1,1,ADJECTIVE,none,1
15954,DAGAN,2,1-0,NOUN,trochaic,2
15957,DAGGER,2,1-0,NOUN,trochaic,1
15959,DAGGERS,2,1-0,NOUN,trochaic,1
15962,DAGON,2,1-0,NOUN,trochaic,2
15965,DAHLIA,2,1-0,NOUN,trochaic,1
15966,DAIKON,2,1-2,NOUN,iambic,2
15967,DAILY,2,1-0,NOUN,trochaic,1
15970,DAINTILY,3,1-0-2,ADVERB,iambic,3
15972,DAINTY,2,1-0,NOUN,trochaic,1
15973,DAIQUIRI,3,1-0-0,NOUN,trochaic,1
15974,DAIRY,2,1-0,NOUN,trochaic,1
15975,DAIRYING,3,1-0-0,NOUN,trochaic,1
15978,DAIS,1,1,NOUN,none,1
15979,DAISIES,2,1-0,NOUN,trochaic,1
15980,DAISY,2,1-0,NOUN,trochaic,1
15983,DAK,1,1,NOUN,none,1
15984,DAKAR,2,0-1,NOUN,iambic,2
15985,DAKOTA,3,0-1-0,NOUN,anapestic,3
15987,DALAI,2,1-0,NOUN,trochaic,2
15990,DALE,1,1,NOUN,none,1
15993,DALETH,2,1-2,NOUN,iambic,2
15994,DALLAS,2,1-0,NOUN,trochaic,1
15996,DALLIANCE,3,1-0-0,NOUN,trochaic,3
15999,DALLY,2,1-0,VERB,trochaic,1
16001,DALMATIAN,3,0-1-0,NOUN,anapestic,2
16003,DALTON,2,1-0,NOUN,trochaic,1
16005,DAM,1,1,NOUN,none,1
16007,DAMAGE,2,1-0,NOUN,trochaic,1
16008,DAMAGED,2,1-0,ADJECTIVE,trochaic,1
16009,DAMAGES,3,1-0-0,NOUN,trochaic,1
16010,DAMAGING,3,1-0-0,ADJECTIVE,trochaic,1
16014,DAMASK,2,1-0,NOUN,trochaic,1
16015,DAME,1,1,NOUN,none,1
16016,DAMES,1,1,NOUN,none,1
16019,DAMN,1,1,NOUN,none,1
16021,DAMNATION,3,0-1-0,NOUN,anapestic,2
16023,DAMNED,1,1,NOUN,none,1
16027,DAMOCLES,3,1-0-2,NOUN,iambic,2
16028,DAMON,2,1-0,NOUN,trochaic,2
16029,DAMORE,2,1-2,NOUN,iambic,2
16030,DAMOUR,2,0-1,NOUN,iambic,1
16032,DAMP,1,1,NOUN,none,1
16033,DAMPEN,2,1-0,VERB,trochaic,1
16034,DAMPER,2,1-0,NOUN,trochaic,1
16036,DAMSEL,2,1-0,NOUN,trochaic,2
16039,DAMSON,2,1-0,NOUN,trochaic,1
16048,DANCE,1,1,NOUN,none,1
16050,DANCER,2,1-0,NOUN,trochaic,1
16051,DANCING,2,1-0,NOUN,trochaic,1
16052,DANDELION,4,1-0-2-0,NOUN,iambic,3
16061,DANDRUFF,2,1-0,NOUN,trochaic,2
16062,DANDY,2,1-0,NOUN,trochaic,1
16063,DANDYISM,4,1-0-2-0,NOUN,iambic,2
16064,DANE,1,1,NOUN,none,1
16065,DANGER,2,1-0,NOUN,trochaic,1
16066,DANGEROUS,3,1-0-0,ADJECTIVE,trochaic,2
16067,DANGEROUSNESS,4,1-0-0-0,NOUN,trochaic,3
16069,DANGLE,2,1-0,VERB,trochaic,1
16071,DANGLER,3,1-0-0,NOUN,trochaic,2
16073,DANISH,2,1-0,NOUN,trochaic,1
16074,DANK,1,1,ADJECTIVE,none,1
16079,DANTE,2,1-0,NOUN,trochaic,1
16082,DANUBE,2,1-0,NOUN,trochaic,2
16084,DAPHNE,2,1-0,NOUN,trochaic,1
16086,DAPPER,2,1-0,ADJECTIVE,trochaic,1
16095,DARE,1,1,NOUN,none,1
16096,DAREDEVIL,3,1-2-2,NOUN,iambic,3
16100,DARING,2,1-0,ADJECTIVE,trochaic,1
16102,DARK,1,1,NOUN,none,1
16103,DARKEN,2,1-0,VERB,trochaic,1
16104,DARKENED,2,1-0,ADJECTIVE,trochaic,1
16105,DARKENING,3,1-0-0,ADJECTIVE,trochaic,1
16106,DARKIE,2,1-0,NOUN,trochaic,1
16110,DARKLY,2,1-0,ADVERB,trochaic,1
16111,DARKNESS,2,1-0,NOUN,trochaic,2
16112,DARKROOM,2,1-2,NOUN,iambic,2
16115,DARLING,2,1-0,NOUN,trochaic,1
16120,DARN,1,1,VERB,none,1
16121,DARNEL,2,1-0,NOUN,trochaic,1
16123,DART,1,1,NOUN,none,1
16124,DARTBOARD,2,1-2,NOUN,iambic,2
16125,DARTING,2,1-0,VERB,trochaic,1
16128,DARTS,1,1,NOUN,none,1
16129,DARWIN,2,1-0,NOUN,trochaic,1
16130,DARWINIAN,4,2-1-0-0,NOUN,trochaic,2
16131,DARWINISM,4,1-0-2-0,NOUN,iambic,2
16133,DASH,1,1,NOUN,none,1
16134,DASHBOARD,2,1-2,NOUN,iambic,2
16135,DASHED,1,1,ADJECTIVE,none,1
16136,DASHER,2,1-0,NOUN,trochaic,1
16137,DASHING,2,1-0,ADJECTIVE,trochaic,1
16142,DASTARDLY,3,1-0-0,ADJECTIVE,trochaic,3
16157,DATA,2,1-0,NOUN,trochaic,1
16158,DATABASE,3,1-0-2,NOUN,iambic,2
16160,DATE,1,1,NOUN,none,1
16161,DATED,2,1-0,ADJECTIVE,trochaic,1
16163,DATELINE,2,1-2,NOUN,iambic,2
16165,DATUM,2,1-0,NOUN,trochaic,1
16166,DATURA,3,0-1-0,NOUN,anapestic,2
16167,DAUB,1,1,NOUN,none,1
16168,DAUBE,1,1,VERB,none,1
16169,DAUBED,1,1,ADJECTIVE,none,1
16172,DAUBER,2,1-0,NOUN,trochaic,1
16175,DAUGHTER,2,1-0,NOUN,trochaic,1
16177,DAUNT,1,1,VERB,none,1
16178,DAUNTING,2,1-0,ADJECTIVE,trochaic,1
16182,DAUPHIN,2,1-0,NOUN,trochaic,1
16186,DAVENPORT,3,1-0-2,NOUN,iambic,2
16187,DAVID,2,1-0,NOUN,trochaic,1
16192,DAVY,2,1-0,NOUN,trochaic,1
16193,DAWDLE,2,1-0,VERB,trochaic,1
16195,DAWDLING,2,1-0,VERB,trochaic,2
16196,DAWN,1,1,NOUN,none,1
16197,DAWNS,1,1,NOUN,none,1
16200,DAY,1,1,NOUN,none,1
16204,DAYBREAK,2,1-2,NOUN,iambic,2
16205,DAYCARE,2,1-2,NOUN,iambic,2
16208,DAYLIGHT,2,1-2,NOUN,iambic,2
16209,DAYLONG,2,1-2,ADJECTIVE,iambic,2
16210,DAYS,1,1,NOUN,none,1
16212,DAYTIME,2,1-2,NOUN,iambic,2
16213,DAZE,1,1,NOUN,none,1
16214,DAZED,1,1,ADJECTIVE,none,1
16216,DAZZLE,2,1-0,NOUN,trochaic,1
16217,DAZZLED,2,1-0,ADJECTIVE,trochaic,1
16219,DAZZLING,3,1-0-0,ADJECTIVE,trochaic,1
16226,DEACON,2,1-0,NOUN,trochaic,2
16227,DEACONESS,3,1-0-0,NOUN,trochaic,2
16230,DEACTIVATE,4,2-1-0-2,VERB,dactylic,2
16232,DEAD,1,1,NOUN,none,1
16233,DEADEN,2,1-0,VERB,trochaic,1
16235,DEADHEAD,2,1-2,NOUN,iambic,2
16237,DEADLINE,2,1-2,NOUN,iambic,2
16238,DEADLINESS,3,1-0-0,NOUN,trochaic,2
16239,DEADLOCK,2,1-2,NOUN,iambic,2
16240,DEADLOCKED,2,1-2,ADJECTIVE,iambic,2
16241,DEADLY,2,1-0,ADJECTIVE,trochaic,1
16243,DEADPAN,2,1-2,ADJECTIVE,iambic,2
16245,DEAF,1,1,NOUN,none,1
16246,DEAFEN,2,1-0,VERB,trochaic,1
16248,DEAFENING,3,1-0-0,ADJECTIVE,trochaic,1
16250,DEAFNESS,2,1-0,NOUN,trochaic,2
16251,DEAL,1,1,NOUN,none,1
16252,DEALER,2,1-0,NOUN,trochaic,1
16253,DEALFISH,2,1-2,NOUN,iambic,2
16255,DEALING,2,1-0,NOUN,trochaic,1
16256,DEALINGS,2,1-0,NOUN,trochaic,1
16257,DEAN,1,1,NOUN,none,1
16260,DEAR,1,1,ADJECTIVE,none,1
16261,DEARBORN,2,1-2,NOUN,iambic,2
16262,DEAREST,2,1-0,NOUN,trochaic,1
16263,DEARLY,2,1-0,ADVERB,trochaic,1
16265,DEARTH,1,1,NOUN,none,1
16267,DEATH,1,1,NOUN,none,1
16268,DEATHBED,2,1-2,NOUN,iambic,2
16272,DEATHLY,2,1-0,ADJECTIVE,trochaic,1
16274,DEATHS,1,1,NOUN,none,1
16277,DEBACLE,3,0-1-0,NOUN,anapestic,1
16281,DEBARMENT,3,0-1-0,NOUN,anapestic,2
16282,DEBASE,2,0-1,VERB,iambic,2
16283,DEBASED,2,0-1,ADJECTIVE,iambic,2
16284,DEBASEMENT,3,0-1-0,NOUN,anapestic,2
16285,DEBASING,3,0-1-0,ADJECTIVE,anapestic,2
16286,DEBATABLE,4,0-1-0-0,ADJECTIVE,anapestic,3
16287,DEBATE,2,0-1,NOUN,iambic,2
16288,DEBATER,3,0-1-0,NOUN,anapestic,2
16289,DEBATES,2,0-1,VERB,iambic,2
16293,DEBAUCHERY,4,0-1-0-0,NOUN,anapestic,3
16294,DEBENTURE,3,0-1-0,NOUN,anapestic,2
16296,DEBILITATE,4,0-1-0-2,VERB,iambic,3
16297,DEBILITATED,5,0-1-0-2-0,ADJECTIVE,anapestic,3
16298,DEBILITATING,5,0-1-0-2-0,ADJECTIVE,anapestic,3
16301,DEBILITY,4,0-1-0-0,ADVERB,anapestic,1
16302,DEBIT,2,1-0,NOUN,trochaic,1
16306,DEBONAIR,3,2-0-1,ADJECTIVE,dactylic,2
